Name,Sex,Country,NOC,Games,Year,Host_City,Sport,Event,Gold,Silver,Bronze,Type_Sport
Takahiro Yamada,M,Japan,JPN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
Chen Jing,F,China,CHN,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Women's Singles,1,0,0,Individual
Chen Jing,F,China,CHN,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Women's Doubles,0,1,0,Team
Hitoshi Saito,M,Japan,JPN,1988 Summer,1988,Seoul,Judo,Judo Men's Heavyweight,1,0,0,Individual
Zhuang Yong,F,China,CHN,1988 Summer,1988,Seoul,Swimming,Swimming Women's 100 metres Freestyle,0,1,0,Individual
Kim Yeong-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Jo Yong-Cheol,M,South Korea,KOR,1988 Summer,1988,Seoul,Judo,Judo Men's Heavyweight,0,0,1,Individual
Gao Min,F,China,CHN,1988 Summer,1988,Seoul,Diving,Diving Women's Springboard,1,0,0,Individual
Gang Jae-Won,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Mikako Kotani,F,Japan,JPN,1988 Summer,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,0,0,1,Individual
Seong Gyeong-Hwa,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Zhang Yali,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Hu Yadong,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Fours,0,1,0,Team
Daisuke Nishikawa,M,Japan,JPN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
Park Seong-Su,M,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Men's Individual,0,1,0,Individual
Yang Wenyi,F,China,CHN,1988 Summer,1988,Seoul,Swimming,Swimming Women's 50 metres Freestyle,0,1,0,Individual
Hiroyuki Konishi,M,Japan,JPN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
Seok Min-Hui,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Hu Yadong,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Tan Liangde,M,China,CHN,1988 Summer,1988,Seoul,Diving,Diving Men's Springboard,0,1,0,Individual
Zheng Meizhu,F,China,CHN,1988 Summer,1988,Seoul,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Liu Shoubin,M,China,CHN,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Bantamweight,0,0,1,Individual
Park Jong-Hun,M,South Korea,KOR,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Horse Vault,0,0,1,Individual
Seo Hyo-Seon,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Kim Seong-Mun,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0,1,0,Individual
Asgari Mohammadian,M,Iran,IRI,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Bantamweight, Freestyle",0,1,0,Individual
Mikako Kotani,F,Japan,JPN,1988 Summer,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,0,0,1,Team
Kim Yeong-Nam,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0,0,Individual
Choi Chun-Ok,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Park Sun-Ja,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
No Hyeon-Seok,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Takashi Kobayashi,M,Japan,JPN,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",1,0,0,Individual
Huang Xiaomin,F,China,CHN,1988 Summer,1988,Seoul,Swimming,Swimming Women's 200 metres Breaststroke,0,1,0,Individual
Leopoldo Serrantes,M,Philippines,PHI,1988 Summer,1988,Seoul,Boxing,Boxing Men's Light-Flyweight,0,0,1,Individual
Yang Xiao,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Fours,0,1,0,Team
Son Mi-Na,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Baek Hyeon-Man,M,South Korea,KOR,1988 Summer,1988,Seoul,Boxing,Boxing Men's Heavyweight,0,1,0,Individual
Kim Sun-Deok,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Kim Tae-U,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0,0,1,Individual
Park Si-Heon,M,South Korea,KOR,1988 Summer,1988,Seoul,Boxing,Boxing Men's Light-Middleweight,1,0,0,Individual
Chen Longcan,M,China-1,CHN,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,1,0,0,Team
Cui Yongmei,F,China,CHN,1988 Summer,1988,Seoul,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Park Seong-Su,M,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Men's Team,1,0,0,Team
Park Do-Heon,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Huang Shiping,M,China,CHN,1988 Summer,1988,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",0,1,0,Individual
Su Huijuan,F,China,CHN,1988 Summer,1988,Seoul,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Yang Yeong-Ja,F,South Korea,KOR,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Women's Doubles,1,0,0,Team
Choi Seok-Jae,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Kim Gwang-Seon,M,South Korea,KOR,1988 Summer,1988,Seoul,Boxing,Boxing Men's Flyweight,1,0,0,Individual
Nergin Enkhbat,M,Mongolia,MGL,1988 Summer,1988,Seoul,Boxing,Boxing Men's Lightweight,0,0,1,Individual
Kim Gyeong-Sun,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Daichi Suzuki,M,Japan,JPN,1988 Summer,1988,Seoul,Swimming,Swimming Men's 100 metres Backstroke,1,0,0,Individual
Yukio Iketani,M,Japan,JPN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,0,0,1,Individual
Seiko Iseki,M,China-1,CHN,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,1,0,0,Team
Jang Eun-Jeong,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Syed Hussain Shah,M,Pakistan,PAK,1988 Summer,1988,Seoul,Boxing,Boxing Men's Middleweight,0,0,1,Individual
Kim Mi-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Yukio Iketani,M,Japan,JPN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
Park Jang-Sun,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Lightweight, Freestyle",0,1,0,Individual
Lee Sang-Hyo,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Michiko Hasegawa-Fukushima,F,Japan,JPN,1988 Summer,1988,Seoul,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0,1,0,Individual
Im Mi-Gyeong,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Cha Yeong-Cheol,M,South Korea,KOR,1988 Summer,1988,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,1,0,Individual
Kim Myeong-Sun,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Li Qing,F,China,CHN,1988 Summer,1988,Seoul,Diving,Diving Women's Springboard,0,1,0,Individual
Li Ronghua,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Fours,0,1,0,Team
Kim Mi-Seon,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Ye Huanmin,M,China,CHN,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Featherweight,0,0,1,Individual
Wang Hui-Gyeong,F,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Women's Individual,0,1,0,Individual
Li Meisu,F,China,CHN,1988 Summer,1988,Seoul,Athletics,Athletics Women's Shot Put,0,0,1,Individual
Im Jin-Seok,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Lilies Handayani,F,Indonesia,INA,1988 Summer,1988,Seoul,Archery,Archery Women's Team,0,1,0,Team
He Yingqiang,M,China,CHN,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Bantamweight,0,1,0,Individual
Atsuji Miyahara,M,Japan,JPN,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",0,1,0,Individual
He Yanwen,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Yu Nam-Gyu,M,South Korea-2,KOR,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Men's Doubles,0,0,1,Team
Im Gye-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Akira Ota,M,Japan,JPN,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0,1,0,Individual
O Yong-Gi,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Kim Hyeon-Mi,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
He Zhuoqiang,M,China,CHN,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Flyweight,0,0,1,Individual
Yu Nam-Gyu,M,South Korea,KOR,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Men's Singles,1,0,0,Individual
Yun Tae-Il,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Sin Yeong-Seok,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Wang Hui-Gyeong,F,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Women's Team,1,0,0,Team
Zhou Shouying,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Xu Yanmei,F,China,CHN,1988 Summer,1988,Seoul,Diving,Diving Women's Platform,1,0,0,Individual
Han Yaqin,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Li Guojun,F,China,CHN,1988 Summer,1988,Seoul,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Li Ronghua,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Li Deliang,M,China,CHN,1988 Summer,1988,Seoul,Diving,Diving Men's Springboard,0,0,1,Individual
Lee Jae-Hyeok,M,South Korea,KOR,1988 Summer,1988,Seoul,Boxing,Boxing Men's Featherweight,0,0,1,Individual
Lee Gi-Sun,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Li Huifen,F,China,CHN,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Women's Singles,0,1,0,Individual
Mitsuru Sato,M,Japan,JPN,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0,0,Individual
Koichi Mizushima,M,Japan,JPN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,Team
No Gyeong-Seon,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Bantamweight, Freestyle",0,0,1,Individual
Jeong Sang-Hyeon,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Hyeon Jeong-Hwa,F,South Korea,KOR,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Women's Doubles,1,0,0,Team
Li Jinhe,M,China,CHN,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Lightweight,0,0,1,Individual
Zhang Xianghua,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Fours,0,1,0,Team
Miyako Tanaka,F,Japan,JPN,1988 Summer,1988,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,0,0,1,Team
Kim Chun-Rye,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Lou Yun,M,China,CHN,1988 Summer,1988,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,0,0,1,Individual
An Dae-Hyeon,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0,0,1,Individual
Sim Jae-Hong,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Yun Yeong-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Women's Team,1,0,0,Team
Park Yeong-Dae,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Hwang Geum-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Kim Sang-Gyu,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0,0,1,Individual
Akinobu Osako,M,Japan,JPN,1988 Summer,1988,Seoul,Judo,Judo Men's Middleweight,0,0,1,Individual
Lee Jae-Seok,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",0,0,1,Individual
Lee Gyeong-Geun,M,South Korea,KOR,1988 Summer,1988,Seoul,Judo,Judo Men's Half-Lightweight,1,0,0,Individual
Han Hyeon-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Wang Yajun,F,China,CHN,1988 Summer,1988,Seoul,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Jeon Byeong-Gwan,M,South Korea,KOR,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Flyweight,0,1,0,Individual
Zhou Shouying,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Fours,0,1,0,Team
Han O-Gyeong,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Zhou Xiuhua,F,China,CHN,1988 Summer,1988,Seoul,Rowing,Rowing Women's Coxed Eights,0,0,1,Team
Jeon In-Su,M,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Men's Team,1,0,0,Team
Kim Jae-Yeop,M,South Korea,KOR,1988 Summer,1988,Seoul,Judo,Judo Men's Extra-Lightweight,1,0,0,Individual
Lee Hyeong-Geun,M,South Korea,KOR,1988 Summer,1988,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight,0,0,1,Individual
Kim Gi-Taek,M,South Korea,KOR,1988 Summer,1988,Seoul,Table Tennis,Table Tennis Men's Singles,0,1,0,Individual
Kim Jae-Hwan,M,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Men's Handball,0,1,0,Team
Lee Han-Seop,M,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Men's Team,1,0,0,Team
Qian Hong,F,China,CHN,1988 Summer,1988,Seoul,Swimming,Swimming Women's 100 metres Butterfly,0,0,1,Individual
Han Myeong-U,M,South Korea,KOR,1988 Summer,1988,Seoul,Wrestling,"Wrestling Men's Middleweight, Freestyle",1,0,0,Individual
Yun Yeong-Suk,F,South Korea,KOR,1988 Summer,1988,Seoul,Archery,Archery Women's Individual,0,0,1,Individual
Jeong Eun-Gyeong,F,South Korea,KOR,1988 Summer,1988,Seoul,Hockey,Hockey Women's Hockey,0,1,0,Team
Song Ji-Hyeon,F,South Korea,KOR,1988 Summer,1988,Seoul,Handball,Handball Women's Handball,1,0,0,Team
Xu Haifeng,M,China,CHN,1988 Summer,1988,Seoul,Shooting,"Shooting Men's Air Pistol, 10 metres",0,0,1,Individual
Kusuma Wardhani,F,Indonesia,INA,1988 Summer,1988,Seoul,Archery,Archery Women's Team,0,1,0,Team
Kim Yong-Sik,M,North Korea,PRK,1992 Summer,1992,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Freestyle",0,0,1,Individual
Min Hye-Suk,F,South Korea,KOR,1992 Summer,1992,Barcelona,Handball,Handball Women's Handball,1,0,0,Team
Yoko Sakaue,F,Japan,JPN,1992 Summer,1992,Barcelona,Judo,Judo Women's Heavyweight,0,0,1,Individual
Zheng Haixia,F,China,CHN,1992 Summer,1992,Barcelona,Basketball,Basketball Women's Basketball,0,1,0,Team
Min Gyeong-Gap,M,South Korea,KOR,1992 Summer,1992,Barcelona,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",0,0,1,Individual
Chen Zihe,F,China-1,CHN,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,0,1,0,Team
Kim Taek-Su,M,South Korea-2,KOR,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,0,0,1,Team
Kim Jong-Sin,M,South Korea,KOR,1992 Summer,1992,Barcelona,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",0,1,0,Individual
Lu Li,F,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,1,0,0,Individual
Ryoko Tamura-Tani,F,Japan,JPN,1992 Summer,1992,Barcelona,Judo,Judo Women's Extra-Lightweight,0,1,0,Individual
Lu Huali,F,China,CHN,1992 Summer,1992,Barcelona,Rowing,Rowing Women's Double Sculls,0,0,1,Team
Lu Li,F,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,0,1,0,Individual
Park Jeong-Rim,F,South Korea,KOR,1992 Summer,1992,Barcelona,Handball,Handball Women's Handball,1,0,0,Team
Chiyori Tateno (-Masuchi),F,Japan,JPN,1992 Summer,1992,Barcelona,Judo,Judo Women's Lightweight,0,0,1,Individual
Park Jang-Sun,M,South Korea,KOR,1992 Summer,1992,Barcelona,Wrestling,"Wrestling Men's Welterweight, Freestyle",1,0,0,Individual
Kim Su-Nyeong,F,South Korea,KOR,1992 Summer,1992,Barcelona,Archery,Archery Women's Individual,0,1,0,Individual
Kim Su-Nyeong,F,South Korea,KOR,1992 Summer,1992,Barcelona,Archery,Archery Women's Team,1,0,0,Team
Arkom Chenglai,M,Thailand,THA,1992 Summer,1992,Barcelona,Boxing,Boxing Men's Welterweight,0,0,1,Individual
Kim Myong-Nam,M,North Korea,PRK,1992 Summer,1992,Barcelona,Weightlifting,Weightlifting Men's Middleweight,0,0,1,Individual
Kim Taek-Su,M,South Korea,KOR,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Men's Singles,0,0,1,Individual
Kim Mun-Su,M,South Korea-1,KOR,1992 Summer,1992,Barcelona,Badminton,Badminton Men's Doubles,1,0,0,Team
Takashi Miwa,M,Japan,JPN,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,0,1,Team
Lo Chen-Jung,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Chen Yueling,F,China,CHN,1992 Summer,1992,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,1,0,0,Individual
Lu Lin,M,China-1,CHN,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,1,0,0,Team
Liu Shoubin,M,China,CHN,1992 Summer,1992,Barcelona,Weightlifting,Weightlifting Men's Bantamweight,0,1,0,Individual
Kim Mi-Jeong,F,South Korea,KOR,1992 Summer,1992,Barcelona,Judo,Judo Women's Half-Heavyweight,1,0,0,Individual
Lo Kuo-Chung,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Liu Qing,F,China,CHN,1992 Summer,1992,Barcelona,Basketball,Basketball Women's Basketball,0,1,0,Team
Zheng Dongmei,F,China,CHN,1992 Summer,1992,Barcelona,Basketball,Basketball Women's Basketball,0,1,0,Team
Hiroyuki Sakaguchi,M,Japan,JPN,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,0,1,Team
Li Jing,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,0,1,0,Individual
Park Ju-Bong,M,South Korea-1,KOR,1992 Summer,1992,Barcelona,Badminton,Badminton Men's Doubles,1,0,0,Team
Qu Yunxia,F,China,CHN,1992 Summer,1992,Barcelona,Athletics,"Athletics Women's 1,500 metres",0,0,1,Individual
Alexander Alan Budikusuma Wiratama,M,Indonesia,INA,1992 Summer,1992,Barcelona,Badminton,Badminton Men's Singles,1,0,0,Individual
Cha Jae-Gyeong,F,South Korea,KOR,1992 Summer,1992,Barcelona,Handball,Handball Women's Handball,1,0,0,Team
Lee Mi-Yeong,F,South Korea,KOR,1992 Summer,1992,Barcelona,Handball,Handball Women's Handball,1,0,0,Team
Mujahid Ali Rana,M,Pakistan,PAK,1992 Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,0,0,1,Team
Chang Cheng-Hsien,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Lee Ho-Yeon,F,South Korea,KOR,1992 Summer,1992,Barcelona,Handball,Handball Women's Handball,1,0,0,Team
Pae Gil-Su,M,North Korea,PRK,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse,1,0,0,Individual
Wang Hong,F,China,CHN,1992 Summer,1992,Barcelona,Archery,Archery Women's Team,0,1,0,Team
Peng Ping,F,China,CHN,1992 Summer,1992,Barcelona,Basketball,Basketball Women's Basketball,0,1,0,Team
Tang Jiuhong,F,China,CHN,1992 Summer,1992,Barcelona,Badminton,Badminton Women's Singles,0,0,1,Team
Chang Wen-Chung,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Lee Eun-Gyeong,F,South Korea,KOR,1992 Summer,1992,Barcelona,Archery,Archery Women's Team,1,0,0,Team
Lee Eun-Cheol,M,South Korea,KOR,1992 Summer,1992,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0,0,Individual
Li Xiaoshuang,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Chang Yaw-Teing,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Li Xiaoshuang,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Floor Exercise,1,0,0,Individual
Li Xiaoshuang,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Rings,0,0,1,Individual
Pai Kun-Hong,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Lee Cheol-Seung,M,South Korea-1,KOR,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,0,0,1,Team
Lee Seung-Bae,M,South Korea,KOR,1992 Summer,1992,Barcelona,Boxing,Boxing Men's Middleweight,0,0,1,Individual
Ma Wenge,M,China,CHN,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Men's Singles,0,0,1,Individual
Li Jing,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Qian Hong,F,China,CHN,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,1,0,0,Individual
Li Hak-Son,M,North Korea,PRK,1992 Summer,1992,Barcelona,Wrestling,"Wrestling Men's Flyweight, Freestyle",1,0,0,Individual
Li Gwang-Sik,M,North Korea,PRK,1992 Summer,1992,Barcelona,Boxing,Boxing Men's Bantamweight,0,0,1,Individual
Li Ge,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Li Duihong,F,China,CHN,1992 Summer,1992,Barcelona,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0,1,0,Individual
Li Dongmei,F,China,CHN,1992 Summer,1992,Barcelona,Basketball,Basketball Women's Basketball,0,1,0,Team
Li Dashuang,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Yun Hyeon,M,South Korea,KOR,1992 Summer,1992,Barcelona,Judo,Judo Men's Extra-Lightweight,0,1,0,Individual
Qiao Hong,F,China,CHN,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Women's Singles,0,1,0,Individual
Li Chunxiu,F,China,CHN,1992 Summer,1992,Barcelona,Athletics,Athletics Women's 10 kilometres Walk,0,0,1,Individual
Qiao Hong,F,China-2,CHN,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,1,0,0,Team
Guo Linyao,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Li Bun-Hui,F,North Korea-1,PRK,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,0,0,1,Team
Li Bun-Hui,F,North Korea,PRK,1992 Summer,1992,Barcelona,Table Tennis,Table Tennis Women's Singles,0,0,1,Individual
Guo Linyao,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,0,0,1,Individual
Wang Huifeng,F,China,CHN,1992 Summer,1992,Barcelona,Fencing,"Fencing Women's Foil, Individual",0,1,0,Individual
Ma Xiangjun,F,China,CHN,1992 Summer,1992,Barcelona,Archery,Archery Women's Team,0,1,0,Team
Li Chunyang,M,China,CHN,1992 Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Wang Kuang-Shih,M,Chinese Taipei,TPE,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,1,0,Team
Koichi Oshima,M,Japan,JPN,1992 Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,0,0,1,Team
Le Jingyi,F,China,CHN,1992 Summer,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,1,0,Team
