Name,Gender,Country,Year,Host_City,Sport,Event,Sport_Type,Gold,Silver,Bronze
Li Jing,M,China,1992,Barcelona,Gymnastics,Gymnastics Men's Rings,Individual,0,1,0
Khalid Bashir,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Yoko Tanabe,F,Japan,1992,Barcelona,Judo,Judo Women's Half-Heavyweight,Individual,0,1,0
Ardy Bernardus Wiranata,M,Indonesia,1992,Barcelona,Badminton,Badminton Men's Singles,Individual,0,1,0
Ku Kuo-Chian,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Liao Ming-Hsiung,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Lin Chao-Huang,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Kuo Lee Chien-Fu,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Yu Nam-Gyu,M,South Korea,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,Team,0,0,1
Lu Bin,F,China,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Team,0,1,0
Jeon Byeong-Gwan,M,South Korea,1992,Barcelona,Weightlifting,Weightlifting Men's Bantamweight,Individual,1,0,0
Hiroshi Nakamoto,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Musaddiq Hussain,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Yang Wenyi,F,China,1992,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,Individual,1,0,0
Zhuang Yong,F,China,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Team,0,1,0
Shahbaz Ahmed,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Yang Wenyi,F,China,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Team,0,1,0
Masafumi Nishi,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Yutaka Aihara,M,Japan,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
Sun Shuwei,M,China,1992,Barcelona,Diving,Diving Men's Platform,Individual,1,0,0
Khawaja Muhammad Junaid,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Hwang Hye-Yeong,F,South Korea,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,1,0,0
Jong Yeu-Jeng,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Zhang Xiaodong,F,China,1992,Barcelona,Sailing,Sailing Women's Windsurfer,Individual,0,1,0
Wang Tao,M,China,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,Team,1,0,0
Muhammad Shahbaz,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Yu Og-Yeol,M,South Korea,1992,Barcelona,Gymnastics,Gymnastics Men's Horse Vault,Individual,0,0,1
Huang Zhihong,F,China,1992,Barcelona,Athletics,Athletics Women's Shot Put,Individual,0,1,0
Deng Yaping,F,China,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,Team,1,0,0
Deng Yaping,F,China,1992,Barcelona,Table Tennis,Table Tennis Women's Singles,Individual,1,0,0
Huang Hua,F,China,1992,Barcelona,Badminton,Badminton Women's Singles,Team,0,0,1
Yasunori Takami,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Gir Yeong-A,F,South Korea,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,0,0,1
Shinichiro Kawabata,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Zhuang Yong,F,China,1992,Barcelona,Swimming,Swimming Women's 100 metres Freestyle,Individual,1,0,0
Mohamed Ahmed Suleiman,M,Qatar,1992,Barcelona,Athletics,"Athletics Men's 1,500 metres",Individual,0,0,1
Huang Wen-Po,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Hwang Yeong-Jo,M,South Korea,1992,Barcelona,Athletics,Athletics Men's Marathon,Individual,1,0,0
Cong Xuedi,F,China,1992,Barcelona,Basketball,Basketball Women's Basketball,Team,0,1,0
Zhang Di,F,China,1992,Barcelona,Judo,Judo Women's Half-Middleweight,Individual,0,0,1
Nong Qunhua,F,China,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,0,1,0
Hidehiko Yoshida,M,Japan,1992,Barcelona,Judo,Judo Men's Half-Middleweight,Individual,1,0,0
Koichi Morishita,M,Japan,1992,Barcelona,Athletics,Athletics Men's Marathon,Individual,0,1,0
Namjilyn Bayarsaikhan,M,Mongolia,1992,Barcelona,Boxing,Boxing Men's Lightweight,Individual,0,0,1
Gu Xiaoli,F,China,1992,Barcelona,Rowing,Rowing Women's Double Sculls,Team,0,0,1
Daisuke Nishikawa,M,Japan,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
Kazutaka Nishiyama,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Hyeon Jeong-Hwa,F,South Korea,1992,Barcelona,Table Tennis,Table Tennis Women's Singles,Individual,0,0,1
Hyeon Jeong-Hwa,F,South Korea,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,Team,0,0,1
Nam Eun-Yeong,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
Kazumi Watanabe,M,Japan,1992,Barcelona,Shooting,Shooting Mixed Trap,Individual,0,1,0
Munkhbayar Dorjsuren,F,Mongolia,1992,Barcelona,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Individual,0,0,1
Jeong Jae-Heon,M,South Korea,1992,Barcelona,Archery,Archery Men's Individual,Individual,0,1,0
Jeong Hun,M,South Korea,1992,Barcelona,Judo,Judo Men's Lightweight,Individual,0,0,1
Katsumi Watanabe,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Yao Fen,F,China,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,0,0,1
Yeo Gap-Sun,F,South Korea,1992,Barcelona,Shooting,"Shooting Women's Air Rifle, 10 metres",Individual,1,0,0
Yu Sun-Bok,F,North Korea,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,Team,0,0,1
Naoya Ogawa,M,Japan,1992,Barcelona,Judo,Judo Men's Heavyweight,Individual,0,1,0
Tomohito Ito,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Oh Seong-Ok,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
"Lucia Francisca ""Susi"" Susanti Haditono",F,Indonesia,1992,Barcelona,Badminton,Badminton Women's Singles,Individual,1,0,0
Zhang Shan,F,China,1992,Barcelona,Shooting,Shooting Mixed Skeet,Individual,1,0,0
Kyoko Iwasaki,F,Japan,1992,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,Individual,1,0,0
Jang Ri-Ra,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
Hermawan Susanto,M,Indonesia,1992,Barcelona,Badminton,Badminton Men's Singles,Individual,0,0,1
Fumiko Okuno,F,Japan,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Team,0,0,1
Wang Yifu,M,China,1992,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres",Individual,0,1,0
Jeong So-Yeong,F,South Korea,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,1,0,0
"Jalani Haji ""Alan"" Sidek Mohamed",M,Malaysia,1992,Barcelona,Badminton,Badminton Men's Doubles,Team,0,0,1
Muhammad Qamar Ibrahim,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Kosei Akaishi,M,Japan,1992,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Individual,0,0,1
Fu Mingxia,F,China,1992,Barcelona,Diving,Diving Women's Platform,Individual,1,0,0
Tian Bingyi,M,China,1992,Barcelona,Badminton,Badminton Men's Doubles,Team,0,0,1
Koji Tokunaga,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Wasim Feroz,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Yukio Iketani,M,Japan,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
"Razif Haji ""Ajib"" Sidek Mohamed",M,Malaysia,1992,Barcelona,Badminton,Badminton Men's Doubles,Team,0,0,1
Yukio Iketani,M,Japan,1992,Barcelona,Gymnastics,Gymnastics Men's Floor Exercise,Individual,0,1,0
Eddy Hartono Arbie,M,Indonesia,1992,Barcelona,Badminton,Badminton Men's Doubles,Team,0,1,0
Sheng Zetian,M,China,1992,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Individual,0,0,1
Im O-Gyeong,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
Mun Hyang-Ja,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
Hirotaka Okada,M,Japan,1992,Barcelona,Judo,Judo Men's Middleweight,Individual,0,0,1
An Han-Bong,M,South Korea,1992,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Individual,1,0,0
Sim Eun-Jeong,F,South Korea,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,0,0,1
Akihiro Togo,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Huang Chung-Yi,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Yoshiaki Hatakeda,M,Japan,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
Kim Hwa-Suk,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
Kim Byeong-Ju,M,South Korea,1992,Barcelona,Judo,Judo Men's Half-Middleweight,Individual,0,0,1
Farhat Hassan Khan,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Masanori Sugiura,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Shahid Ali Khan,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Zhuang Yong,F,China,1992,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,Individual,0,1,0
Tahir Zaman,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Jun Gao (-Chang),F,China,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,Team,0,1,0
Cho Yun-Jeong,F,South Korea,1992,Barcelona,Archery,Archery Women's Team,Team,1,0,0
Hong Cha-Ok,F,South Korea,1992,Barcelona,Table Tennis,Table Tennis Women's Doubles,Team,0,0,1
He Yingqiang,M,China,1992,Barcelona,Weightlifting,Weightlifting Men's Featherweight,Individual,0,0,1
Roel Velasco,M,Philippines,1992,Barcelona,Boxing,Boxing Men's Light-Flyweight,Individual,0,0,1
Kento Sugiyama,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Noriko Mizoguchi,F,Japan,1992,Barcelona,Judo,Judo Women's Half-Lightweight,Individual,0,1,0
Asgari Mohammadian,M,Iran,1992,Barcelona,Wrestling,"Wrestling Men's Featherweight, Freestyle",Individual,0,1,0
Hong Jeong-Ho,F,South Korea,1992,Barcelona,Handball,Handball Women's Handball,Team,1,0,0
Choi Chol-Su,M,North Korea,1992,Barcelona,Boxing,Boxing Men's Flyweight,Individual,1,0,0
Zhao Kun,F,China,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Team,0,1,0
Yasuhiro Sato,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Zhan Shuping,F,China,1992,Barcelona,Basketball,Basketball Women's Basketball,Team,0,1,0
Manzoor Ahmed,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Hong Seong-Sik,M,South Korea,1992,Barcelona,Boxing,Boxing Men's Lightweight,Individual,0,0,1
Kim Il-Ong,M,North Korea,1992,Barcelona,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Individual,1,0,0
Muhammad Khalid,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Muhammad Akhlaq Ahmed,M,Pakistan,1992,Barcelona,Hockey,Hockey Men's Hockey,Team,0,0,1
Zhuang Xiaoyan,F,China,1992,Barcelona,Judo,Judo Women's Heavyweight,Individual,1,0,0
Fumiko Okuno,F,Japan,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo,Individual,0,0,1
Chiang Tai-Chuan,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Yuko Arimori (-Wilson),F,Japan,1992,Barcelona,Athletics,Athletics Women's Marathon,Individual,0,1,0
Gao Min,F,China,1992,Barcelona,Diving,Diving Women's Springboard,Individual,1,0,0
Gang Hui-Chan,M,South Korea,1992,Barcelona,Table Tennis,Table Tennis Men's Doubles,Team,0,0,1
Shinichi Sato,M,Japan,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,0,1
Aki Takayama,F,Japan,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Team,0,0,1
Amir Reza Khadem Azgadhi,M,Iran,1992,Barcelona,Wrestling,"Wrestling Men's Welterweight, Freestyle",Individual,0,0,1
Rasoul Khadem Azgadhi,M,Iran,1992,Barcelona,Wrestling,"Wrestling Men's Middleweight, Freestyle",Individual,0,0,1
He Jun,F,China,1992,Barcelona,Basketball,Basketball Women's Basketball,Team,0,1,0
Cho Yun-Jeong,F,South Korea,1992,Barcelona,Archery,Archery Women's Individual,Individual,1,0,0
Takashi Chinen,M,Japan,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Team,0,0,1
Wang Yifu,M,China,1992,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",Individual,1,0,0
Tsai Ming-Hung,M,Chinese Taipei,1992,Barcelona,Baseball,Baseball Men's Baseball,Team,0,1,0
Guan Weizhen,F,China,1992,Barcelona,Badminton,Badminton Women's Doubles,Team,0,1,0
O Gyo-Mun,M,South Korea,1996,Atlanta,Archery,Archery Men's Team,Team,0,1,0
Yeo Hong-Cheol,M,South Korea,1996,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,Individual,0,1,0
Liu Ying,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Wang Liping,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Yukimasa Nakamura,M,Japan,1996,Atlanta,Judo,Judo Men's Half-Lightweight,Individual,0,1,0
Liu Xuqing,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Makoto Imaoka,M,Japan,1996,Atlanta,Baseball,Baseball Men's Baseball,Team,0,1,0
"Rashid ""Adul"" Sidek Mohamed",M,Malaysia,1996,Atlanta,Badminton,Badminton Men's Singles,Individual,0,0,1
Heo Sun-Yeong,F,South Korea,1996,Atlanta,Handball,Handball Women's Handball,Team,0,1,0
Park Jang-Sun,M,South Korea,1996,Atlanta,Wrestling,"Wrestling Men's Welterweight, Freestyle",Individual,0,1,0
O Seung-Sin,F,South Korea,1996,Atlanta,Hockey,Hockey Women's Hockey,Team,0,1,0
Takuya Ota,M,Japan,1996,Atlanta,Wrestling,"Wrestling Men's Welterweight, Freestyle",Individual,0,0,1
Ma Ying,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Sim Gwon-Ho,M,South Korea,1996,Atlanta,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Individual,1,0,0
Im O-Gyeong,F,South Korea,1996,Atlanta,Handball,Handball Women's Handball,Team,0,1,0
Liu Yaju,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Wang Tao,M,China,1996,Atlanta,Table Tennis,Table Tennis Men's Singles,Individual,0,1,0
Wang Tao,M,China,1996,Atlanta,Table Tennis,Table Tennis Men's Doubles,Team,0,1,0
Daishin Nakamura,M,Japan,1996,Atlanta,Baseball,Baseball Men's Baseball,Team,0,1,0
Qin Yiyuan,F,China,1996,Atlanta,Badminton,Badminton Women's Doubles,Team,0,0,1
Bolat Kenesbekovich Niyazymbetov,M,Kazakhstan,1996,Atlanta,Boxing,Boxing Men's Light-Welterweight,Individual,0,0,1
Abbas Jadidi,M,Iran,1996,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Individual,0,1,0
Kenzo Nakamura,M,Japan,1996,Atlanta,Judo,Judo Men's Lightweight,Individual,1,0,0
"Lucia Francisca ""Susi"" Susanti Haditono",F,Indonesia,1996,Atlanta,Badminton,Badminton Women's Singles,Individual,0,0,1
He Liping,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
He Qi,F,China,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Yuko Emoto,F,Japan,1996,Atlanta,Judo,Judo Women's Half-Middleweight,Individual,1,0,0
Qiao Yunping,F,China,1996,Atlanta,Table Tennis,Table Tennis Women's Doubles,Team,0,1,0
Lei Li,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Qiao Hong,F,China,1996,Atlanta,Table Tennis,Table Tennis Women's Doubles,Team,1,0,0
He Ying,F,China,1996,Atlanta,Archery,Archery Women's Individual,Individual,0,1,0
Shui Qingxia,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Qiao Hong,F,China,1996,Atlanta,Table Tennis,Table Tennis Women's Singles,Individual,0,0,1
Wang Xianbo,F,China,1996,Atlanta,Judo,Judo Women's Middleweight,Individual,0,0,1
Wang Ying,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Ge Fei,F,China,1996,Atlanta,Badminton,Badminton Women's Doubles,Team,1,0,0
Park Hae-Jeong,F,South Korea,1996,Atlanta,Table Tennis,Table Tennis Women's Doubles,Team,0,0,1
Fan Bin,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Fan Bin,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,0,0,1
Fan Hongbin,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Fan Yunjie,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Wu Yongmei,F,China,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Yu Ji-Hye,F,South Korea,1996,Atlanta,Table Tennis,Table Tennis Women's Doubles,Team,0,0,1
Sun Yue,F,China,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Li Duihong,F,China,1996,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Individual,1,0,0
Ghada Shouaa,F,Syria,1996,Atlanta,Athletics,Athletics Women's Heptathlon,Individual,1,0,0
Noriko Sugawara-Narazaki,F,Japan,1996,Atlanta,Judo,Judo Women's Half-Lightweight,Individual,0,0,1
Im Jeong-Suk,F,South Korea,1996,Atlanta,Hockey,Hockey Women's Hockey,Team,0,1,0
Fu Mingxia,F,China,1996,Atlanta,Diving,Diving Women's Springboard,Individual,1,0,0
Park Jeong-Rim,F,South Korea,1996,Atlanta,Handball,Handball Women's Handball,Team,0,1,0
Liu Jianjun,M,China,1996,Atlanta,Badminton,Badminton Mixed Doubles,Team,0,0,1
Xiong Ni,M,China,1996,Atlanta,Diving,Diving Men's Springboard,Individual,1,0,0
Xiao Jiangang,M,China,1996,Atlanta,Weightlifting,Weightlifting Men's Featherweight,Individual,0,0,1
Xiao Jun,M,China,1996,Atlanta,Shooting,"Shooting Men's Running Target, 10 metres",Individual,0,1,0
Kosuke Fukudome,M,Japan,1996,Atlanta,Baseball,Baseball Men's Baseball,Team,0,1,0
Wang Yan,F,China,1996,Atlanta,Athletics,Athletics Women's 10 kilometres Walk,Individual,0,0,1
Liu Guoliang,M,China,1996,Atlanta,Table Tennis,Table Tennis Men's Doubles,Team,1,0,0
Liu Guoliang,M,China,1996,Atlanta,Table Tennis,Table Tennis Men's Singles,Individual,1,0,0
Sun Fuming,F,China,1996,Atlanta,Judo,Judo Women's Heavyweight,Individual,1,0,0
Park Ju-Bong,M,South Korea,1996,Atlanta,Badminton,Badminton Mixed Doubles,Team,0,1,0
Wang Junxia,F,China,1996,Atlanta,Athletics,"Athletics Women's 10,000 metres",Individual,0,1,0
Liu Ailing,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Wang Lihong,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Zhang Chunfang,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Wang Yifu,M,China,1996,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",Individual,0,1,0
Gir Yeong-A,F,South Korea,1996,Atlanta,Badminton,Badminton Women's Doubles,Team,0,1,0
Gao Hong,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Gir Yeong-A,F,South Korea,1996,Atlanta,Badminton,Badminton Mixed Doubles,Team,1,0,0
Yu Nam-Gyu,M,South Korea,1996,Atlanta,Table Tennis,Table Tennis Men's Doubles,Team,0,0,1
Zhang Bing,M,China,1996,Atlanta,Shooting,Shooting Men's Double Trap,Individual,0,0,1
Sui Xinmei,F,China,1996,Atlanta,Athletics,Athletics Women's Shot Put,Individual,0,1,0
Huang Liping,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Huang Huadong,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Wang Yi,F,China,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Xie Huilin,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Wang Junxia,F,China,1996,Atlanta,Athletics,"Athletics Women's 5,000 metres",Individual,1,0,0
Lin Li,F,China,1996,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,Individual,0,0,1
Li Yan,F,China,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Yu Je-Suk,F,South Korea,1996,Atlanta,Hockey,Hockey Women's Hockey,Team,0,1,0
Zhan Xugang,M,China,1996,Atlanta,Weightlifting,Weightlifting Men's Lightweight,Individual,1,0,0
Wang Lina,F,China,1996,Atlanta,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Cao Mianying,F,China,1996,Atlanta,Rowing,Rowing Women's Double Sculls,Team,0,1,0
Masanori Sugiura,M,Japan,1996,Atlanta,Baseball,Baseball Men's Baseball,Team,0,1,0
Nian Yun,F,China,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Team,0,1,0
Tadahito Iguchi,M,Japan,1996,Atlanta,Baseball,Baseball Men's Baseball,Team,0,1,0
Zhang Jingjin,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Lu Lin,M,China,1996,Atlanta,Table Tennis,Table Tennis Men's Doubles,Team,0,1,0
Xu Jian,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Liu Wei,F,China,1996,Atlanta,Table Tennis,Table Tennis Women's Doubles,Team,0,1,0
Fu Mingxia,F,China,1996,Atlanta,Diving,Diving Women's Platform,Individual,1,0,0
Yu Hongqi,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Sun Wen,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Ou Jingbai,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Yermakhan Sagiyevich Ibraimov,M,Kazakhstan,1996,Atlanta,Boxing,Boxing Men's Light-Middleweight,Individual,0,0,1
Karim Tulyaganov,M,Uzbekistan,1996,Atlanta,Boxing,Boxing Men's Light-Middleweight,Individual,0,0,1
Leander Adrian Paes,M,India,1996,Atlanta,Tennis,Tennis Men's Singles,Individual,0,0,1
Raika Fujii,F,Japan,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Hyeon Suk-Hui,F,South Korea,1996,Atlanta,Judo,Judo Women's Half-Lightweight,Individual,0,1,0
Cai Huijue,F,China,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Team,0,0,1
Hong Jeong-Ho,F,South Korea,1996,Atlanta,Handball,Handball Women's Handball,Team,0,1,0
O Gyo-Mun,M,South Korea,1996,Atlanta,Archery,Archery Men's Individual,Individual,0,0,1
Xiao Hailiang,M,China,1996,Atlanta,Diving,Diving Men's Platform,Individual,0,0,1
Li Xiaoshuang,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,Individual,1,0,0
Li Xiaoshuang,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Li Xiaoshuang,M,China,1996,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,Individual,0,1,0
"Aleksandr ""Alex"" Parygin",M,Kazakhstan,1996,Atlanta,Modern Pentathlon,Modern Pentathlon Men's Individual,Individual,1,0,0
Sun Qingmei,F,China,1996,Atlanta,Football,Football Women's Football,Team,0,1,0
Sun Man,F,China,1996,Atlanta,Badminton,Badminton Mixed Doubles,Team,0,0,1
Liu Limin,F,China,1996,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,Individual,0,1,0
Yun Hye-Yeong,F,South Korea,1996,Atlanta,Archery,Archery Women's Team,Team,1,0,0
Wei Qiang,F,China,1996,Atlanta,Softball,Softball Women's Softball,Team,0,1,0
Han Xue,F,China,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Team,0,0,1
Yu Zhuocheng,M,China,1996,Atlanta,Diving,Diving Men's Springboard,Individual,0,1,0
Kaori Takahashi,F,Japan,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
